Pair Number,System A,System B,BLEU Score A,BLEU p-value A,BLEU Mean A,BLEU CI A,BLEU Score B,BLEU p-value B,BLEU Mean B,BLEU CI B,Significant
352,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_34_epoch12_10.34.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,89.24262791038683,0.017982017982017984,89.20949251887825,2.277128115462496,1
353,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_30_epoch13_10.16.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,89.43034158828905,0.028971028971028972,89.41283723826393,2.1462333547480057,1
354,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch13_10.31.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,87.54359783592983,0.24175824175824176,87.5413567589357,2.3747593631962047,0
355,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_0_epoch14_10.37.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,87.79156146701379,0.1978021978021978,87.80119577190246,2.634399909334867,0
356,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_32_epoch13_10.24.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,88.59671505222447,0.07892107892107893,88.58141878544778,2.178758247398221,0
357,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_17_epoch13_10.13.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,87.4434488118232,0.3386613386613387,87.46838050119042,2.340934224269695,0
358,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_22_epoch13_10.32.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,88.33747406220984,0.11688311688311688,88.32558452817207,2.2342439023061047,0
359,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_4_epoch9_10.63.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,87.14864780927392,0.3596403596403596,87.19074255446908,2.4963346556447235,0
360,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_15_epoch13_10.33.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,87.79194880155316,0.22477522477522477,87.77334008808484,2.5743121108754394,0
361,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_36_epoch13_10.29.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,88.08237181910852,0.14885114885114886,88.08860634996405,2.3418188558354274,0
362,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_11_epoch13_10.30.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,88.70044429877855,0.05094905094905095,88.69145036380432,2.247682116510802,0
363,Baseline: results/text-simplification/nts_test_selected/result_nts_search_23_epoch14_10.31.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_3_epoch12_10.30.t7_5_h1,87.27803750217201,,87.28466461989385,2.5093478001015086,84.53254284904402,0.013986013986013986,84.49422105402822,2.884057142554674,1
364,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,86.79955779738775,0.0939060939060939,86.86966499876482,2.43564647238496,0
365,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.44453596788466,0.26873126873126874,88.47872660612965,2.2439012869156585,0
366,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_2_epoch13_10.27.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,87.21526223812337,0.18981018981018982,87.22452761764137,2.4472458128187426,0
367,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_35_epoch12_10.39.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,89.2327912326083,0.12687312687312688,89.26235697052515,2.2229172580831076,0
368,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_14_epoch12_10.49.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,85.07422738199156,0.011988011988011988,85.04069706735268,2.715632361742017,1
369,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_25_epoch12_10.21.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,87.78397316682823,0.2967032967032967,87.78311057532261,2.3990330360641963,0
370,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_21_epoch14_10.30.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.75854584293633,0.17582417582417584,88.72938885045697,2.218190787354388,0
371,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_18_epoch13_10.49.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.67507995231249,0.2077922077922078,88.62195135068596,2.232488928923715,0
372,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_1_epoch11_10.32.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.77459912522352,0.17682317682317683,88.7764543827047,2.3837624806836146,0
373,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_37_epoch14_10.20.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.3963157687157,0.26973026973026976,88.41291198220345,2.4980638248437117,0
374,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_20_epoch11_10.22.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,86.99667560093822,0.14685314685314685,87.01687571575324,2.427102453600618,0
375,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_19_epoch14_10.43.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.63554359646874,0.22277722277722278,88.66766324976408,2.31470970258804,0
376,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_12_epoch11_10.24.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.68997481101485,0.2037962037962038,88.71283469021934,2.2218592603785297,0
377,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_38_epoch14_10.32.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.080528013648,0.38461538461538464,88.06306106505615,2.393028203638387,0
378,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_28_epoch14_10.34.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,89.3753371225337,0.10589410589410589,89.38917128248885,2.3659547826974787,0
379,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_34_epoch12_10.34.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,89.24262791038683,0.1108891108891109,89.20949251887825,2.277128115462496,0
380,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_30_epoch13_10.16.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,89.43034158828905,0.0979020979020979,89.41283723826393,2.1462333547480057,0
381,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch13_10.31.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,87.54359783592983,0.2547452547452547,87.5413567589357,2.3747593631962047,0
382,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_0_epoch14_10.37.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,87.79156146701379,0.34665334665334663,87.80119577190246,2.634399909334867,0
383,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_32_epoch13_10.24.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.59671505222447,0.2037962037962038,88.58141878544778,2.178758247398221,0
384,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_17_epoch13_10.13.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,87.4434488118232,0.22077922077922077,87.46838050119042,2.340934224269695,0
385,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_22_epoch13_10.32.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.33747406220984,0.2817182817182817,88.32558452817207,2.2342439023061047,0
386,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_4_epoch9_10.63.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,87.14864780927392,0.16883116883116883,87.19074255446908,2.4963346556447235,0
387,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_15_epoch13_10.33.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,87.79194880155316,0.3206793206793207,87.77334008808484,2.5743121108754394,0
388,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_36_epoch13_10.29.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.08237181910852,0.3946053946053946,88.08860634996405,2.3418188558354274,0
389,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_11_epoch13_10.30.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,88.70044429877855,0.1878121878121878,88.69145036380432,2.247682116510802,0
390,Baseline: results/text-simplification/nts_test_selected/result_nts_search_33_epoch12_10.39.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_3_epoch12_10.30.t7_5_h1,88.01988844143516,,87.99000811143257,2.363172206379488,84.53254284904402,0.006993006993006993,84.49422105402822,2.884057142554674,1
391,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.44453596788466,0.052947052947052944,88.47872660612965,2.2439012869156585,0
392,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_2_epoch13_10.27.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,87.21526223812337,0.25274725274725274,87.22452761764137,2.4472458128187426,0
393,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_35_epoch12_10.39.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,89.2327912326083,0.014985014985014986,89.26235697052515,2.2229172580831076,1
394,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_14_epoch12_10.49.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,85.07422738199156,0.06893106893106893,85.04069706735268,2.715632361742017,0
395,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_25_epoch12_10.21.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,87.78397316682823,0.1068931068931069,87.78311057532261,2.3990330360641963,0
396,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_21_epoch14_10.30.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.75854584293633,0.02097902097902098,88.72938885045697,2.218190787354388,1
397,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_18_epoch13_10.49.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.67507995231249,0.027972027972027972,88.62195135068596,2.232488928923715,1
398,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_1_epoch11_10.32.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.77459912522352,0.024975024975024976,88.7764543827047,2.3837624806836146,1
399,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_37_epoch14_10.20.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.3963157687157,0.04695304695304695,88.41291198220345,2.4980638248437117,1
400,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_20_epoch11_10.22.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,86.99667560093822,0.3106893106893107,87.01687571575324,2.427102453600618,0
401,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_19_epoch14_10.43.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.63554359646874,0.022977022977022976,88.66766324976408,2.31470970258804,1
402,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_12_epoch11_10.24.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.68997481101485,0.025974025974025976,88.71283469021934,2.2218592603785297,1
403,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_38_epoch14_10.32.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.080528013648,0.08391608391608392,88.06306106505615,2.393028203638387,0
404,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_28_epoch14_10.34.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,89.3753371225337,0.005994005994005994,89.38917128248885,2.3659547826974787,1
405,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_34_epoch12_10.34.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,89.24262791038683,0.005994005994005994,89.20949251887825,2.277128115462496,1
406,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_30_epoch13_10.16.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,89.43034158828905,0.017982017982017984,89.41283723826393,2.1462333547480057,1
407,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch13_10.31.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,87.54359783592983,0.17082917082917082,87.5413567589357,2.3747593631962047,0
408,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_0_epoch14_10.37.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,87.79156146701379,0.12487512487512488,87.80119577190246,2.634399909334867,0
409,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_32_epoch13_10.24.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.59671505222447,0.024975024975024976,88.58141878544778,2.178758247398221,1
410,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_17_epoch13_10.13.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,87.4434488118232,0.15784215784215785,87.46838050119042,2.340934224269695,0
411,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_22_epoch13_10.32.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.33747406220984,0.055944055944055944,88.32558452817207,2.2342439023061047,0
412,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_4_epoch9_10.63.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,87.14864780927392,0.25674325674325676,87.19074255446908,2.4963346556447235,0
413,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_15_epoch13_10.33.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,87.79194880155316,0.13586413586413587,87.77334008808484,2.5743121108754394,0
414,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_36_epoch13_10.29.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.08237181910852,0.0969030969030969,88.08860634996405,2.3418188558354274,0
415,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_11_epoch13_10.30.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,88.70044429877855,0.03196803196803197,88.69145036380432,2.247682116510802,1
416,Baseline: results/text-simplification/nts_test_selected/result_nts_search_16_epoch14_10.45.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_3_epoch12_10.30.t7_5_h1,86.79955779738775,,86.86966499876482,2.43564647238496,84.53254284904402,0.02197802197802198,84.49422105402822,2.884057142554674,1
417,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_2_epoch13_10.27.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,87.21526223812337,0.1038961038961039,87.22452761764137,2.4472458128187426,0
418,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_35_epoch12_10.39.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,89.2327912326083,0.18081918081918083,89.26235697052515,2.2229172580831076,0
419,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_14_epoch12_10.49.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,85.07422738199156,0.00999000999000999,85.04069706735268,2.715632361742017,1
420,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_25_epoch12_10.21.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,87.78397316682823,0.18181818181818182,87.78311057532261,2.3990330360641963,0
421,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_21_epoch14_10.30.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.75854584293633,0.25674325674325676,88.72938885045697,2.218190787354388,0
422,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_18_epoch13_10.49.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.67507995231249,0.31868131868131866,88.62195135068596,2.232488928923715,0
423,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_1_epoch11_10.32.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.77459912522352,0.2907092907092907,88.7764543827047,2.3837624806836146,0
424,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_37_epoch14_10.20.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.3963157687157,0.3956043956043956,88.41291198220345,2.4980638248437117,0
425,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_20_epoch11_10.22.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,86.99667560093822,0.0959040959040959,87.01687571575324,2.427102453600618,0
426,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_19_epoch14_10.43.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.63554359646874,0.34065934065934067,88.66766324976408,2.31470970258804,0
427,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_12_epoch11_10.24.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.68997481101485,0.2987012987012987,88.71283469021934,2.2218592603785297,0
428,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_38_epoch14_10.32.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.080528013648,0.27472527472527475,88.06306106505615,2.393028203638387,0
429,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_28_epoch14_10.34.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,89.3753371225337,0.14085914085914086,89.38917128248885,2.3659547826974787,0
430,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_34_epoch12_10.34.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,89.24262791038683,0.16783216783216784,89.20949251887825,2.277128115462496,0
431,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_30_epoch13_10.16.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,89.43034158828905,0.14185814185814186,89.41283723826393,2.1462333547480057,0
432,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_23_epoch13_10.31.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,87.54359783592983,0.15984015984015984,87.5413567589357,2.3747593631962047,0
433,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_0_epoch14_10.37.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,87.79156146701379,0.21078921078921078,87.80119577190246,2.634399909334867,0
434,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_32_epoch13_10.24.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.59671505222447,0.34565434565434566,88.58141878544778,2.178758247398221,0
435,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_17_epoch13_10.13.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,87.4434488118232,0.16583416583416583,87.46838050119042,2.340934224269695,0
436,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_22_epoch13_10.32.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.33747406220984,0.3786213786213786,88.32558452817207,2.2342439023061047,0
437,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_4_epoch9_10.63.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,87.14864780927392,0.1008991008991009,87.19074255446908,2.4963346556447235,0
438,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_15_epoch13_10.33.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,87.79194880155316,0.20279720279720279,87.77334008808484,2.5743121108754394,0
439,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_36_epoch13_10.29.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.08237181910852,0.26173826173826176,88.08860634996405,2.3418188558354274,0
440,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_11_epoch13_10.30.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,88.70044429877855,0.30569430569430567,88.69145036380432,2.247682116510802,0
441,Baseline: results/text-simplification/nts_test_selected/result_nts_search_26_epoch14_10.16.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_3_epoch12_10.30.t7_5_h1,88.44453596788466,,88.47872660612965,2.2439012869156585,84.53254284904402,0.003996003996003996,84.49422105402822,2.884057142554674,1
442,Baseline: results/text-simplification/nts_test_selected/result_nts_search_2_epoch13_10.27.t7_5_h1,results/text-simplification/nts_test_selected/result_nts_search_35_epoch12_10.39.t7_5_h1,87.21526223812337,,87.22452761764137,2.4472458128187426,89.2327912326083,0.03296703296703297,89.26235697052515,2.2229172580831076,1
